Subject,Action,Object,Exception-Condition,Resource-Usage,Time-stamp,flag
User4,Execute,ps.exe,1,58.62,2016:04:19:02:25:32,normal
User1,Write,SharedFile5,1,15.41,2016:04:19:02:28:22,normal
User2,Execute,cmd.exe,1,1.29,2016:04:19:02:32:18,normal
User3,Execute,GChrome.exe,1,124.09,2016:04:19:02:33:55,normal
User1,Execute,ps.exe,1,49.6,2016:04:19:02:38:02,normal
User3,Read,File3,1,2.89,2016:04:19:02:41:18,normal
User2,Copy,File3,1,3.22,2016:04:19:02:44:09,normal
User2,Execute,cmd.exe,1,1.34,2016:04:19:02:45:12,normal
User3,Copy,File2,1,21.95,2016:04:19:02:47:24,normal
User4,Execute,notepad.exe,1,9.31,2016:04:19:02:48:25,normal
User5,Delete,File1,1,43.54,2016:04:19:02:49:21,normal
User1,Copy,File1,1,37.32,2016:04:19:02:51:43,normal
User1,Execute,ps.exe,1,56.3,2016:04:19:02:52:44,normal
User4,Execute,notepad.exe,1,12.56,2016:04:19:02:55:32,normal
User4,Read,File3,1,1.66,2016:04:19:02:56:11,normal
User2,Write,File1,1,50.96,2016:04:19:02:59:39,normal
User3,Execute,cmd.exe,1,1.68,2016:04:19:03:00:38,normal
User5,Cut,File1,1,33.87,2016:04:19:03:03:08,normal
User5,Execute,wmp.exe,1,120.81,2016:04:19:03:07:00,normal
User4,Close,SharedFile6,1,13.23,2016:04:19:03:11:38,normal
User3,Read,File1,1,37.45,2016:04:19:03:14:31,normal
User1,Execute,wmp.exe,1,117.87,2016:04:19:03:16:32,normal
User2,Read,File2,1,27.58,2016:04:19:03:17:13,normal
User1,Execute,notepad.exe,1,11.79,2016:04:19:03:18:17,normal
User2,Copy,File2,1,29.47,2016:04:19:03:19:41,normal
User2,Read,File2,1,36.27,2016:04:19:03:20:34,normal
User1,Execute,wmp.exe,1,111.93,2016:04:19:03:22:56,normal
User2,Cut,File2,1,18.16,2016:04:19:03:24:42,normal
User2,Open,SharedFile6,1,2.66,2016:04:19:03:25:50,normal
User2,Execute,wmp.exe,1,117.24,2016:04:19:03:28:15,normal
User3,Execute,GChrome.exe,1,116.14,2016:04:19:03:31:10,normal
User4,Delete,File3,1,3.39,2016:04:19:03:35:34,normal
User3,Copy,File1,1,45.26,2016:04:19:03:38:42,normal
User4,Execute,GChrome.exe,1,102.67,2016:04:19:03:40:52,normal
User4,Execute,GChrome.exe,1,91.41,2016:04:19:03:44:47,normal
User1,Cut,File1,1,38.83,2016:04:19:03:45:40,normal
User4,Execute,GChrome.exe,1,99.01,2016:04:19:03:46:09,normal
User4,Execute,cmd.exe,1,2.45,2016:04:19:03:48:34,normal
User3,Read,File3,1,3.98,2016:04:19:03:49:19,normal
User5,Write,File3,1,2.87,2016:04:19:03:50:15,normal
User1,Execute,GChrome.exe,1,121.93,2016:04:19:03:51:55,normal
User2,Execute,ps.exe,1,41.87,2016:04:19:03:53:09,normal
User1,Execute,ps.exe,1,66.5,2016:04:19:03:55:01,normal
User3,Write,File3,1,3.11,2016:04:19:03:57:43,normal
User4,Delete,File1,1,48.85,2016:04:19:04:03:01,normal
User4,Execute,ps.exe,1,51.74,2016:04:19:04:05:19,normal
User3,Execute,GChrome.exe,1,93.05,2016:04:19:04:10:52,normal
User4,Copy,File1,1,40.87,2016:04:19:04:11:27,normal
User2,Write,File2,1,35.09,2016:04:19:04:14:30,normal
User5,Execute,GChrome.exe,1,123.48,2016:04:19:04:15:44,normal
User3,Execute,cmd.exe,1,2.62,2016:04:19:04:17:51,normal
User2,Execute,cmd.exe,1,1.47,2016:04:19:04:18:09,normal
User2,Execute,ps.exe,1,76.41,2016:04:19:04:20:19,normal
User4,Execute,ps.exe,1,122.11,2016:04:19:04:23:36,normal
User1,Read,SharedFile5,1,10.01,2016:04:19:04:25:19,normal
User1,Execute,ps.exe,1,107.45,2016:04:19:04:28:48,normal
User1,Read,SharedFile5,1,14.41,2016:04:19:04:32:44,normal
User4,Cut,File3,1,1.79,2016:04:19:04:36:10,normal
User2,Read,SharedFile4,1,7.38,2016:04:19:04:40:53,normal
User3,Read,File2,1,30.12,2016:04:19:04:43:28,normal
User5,Execute,notepad.exe,1,12.77,2016:04:19:04:44:57,normal
User2,Execute,GChrome.exe,1,95.26,2016:04:19:04:47:04,normal
User5,Execute,ps.exe,1,104.05,2016:04:19:04:49:29,normal
User5,Read,File3,1,3.09,2016:04:19:04:50:46,normal
User4,Execute,notepad.exe,1,9.21,2016:04:19:04:51:31,normal
User2,Delete,File3,1,1.49,2016:04:19:04:54:41,normal
User4,Execute,wmp.exe,1,110.15,2016:04:19:05:00:15,normal
User2,Write,SharedFile6,1,8.25,2016:04:19:05:04:30,normal
User5,Execute,notepad.exe,1,11.06,2016:04:19:05:08:05,normal
User3,Execute,notepad.exe,1,9.31,2016:04:19:05:13:31,normal
User2,Execute,cmd.exe,1,2.66,2016:04:19:05:14:03,normal
User4,Execute,notepad.exe,1,9.34,2016:04:19:05:15:28,normal
User2,Copy,SharedFile6,1,6.16,2016:04:19:05:16:48,normal
User1,Execute,notepad.exe,1,11.94,2016:04:19:05:17:05,normal
User2,Execute,cmd.exe,1,1.85,2016:04:19:05:21:08,normal
User1,Execute,notepad.exe,1,12.02,2016:04:19:05:23:07,normal
User1,Execute,notepad.exe,1,12.66,2016:04:19:05:25:09,normal
User2,Execute,ps.exe,1,128.19,2016:04:19:05:26:24,normal
User4,Execute,GChrome.exe,1,85.82,2016:04:19:05:27:03,normal
User5,Execute,GChrome.exe,1,118.88,2016:04:19:05:28:53,normal
User1,Execute,ps.exe,1,53.23,2016:04:19:05:32:39,normal
User3,Execute,GChrome.exe,1,129.66,2016:04:19:05:34:07,normal
User2,Read,File3,1,1.57,2016:04:19:05:35:41,normal
User3,Execute,cmd.exe,1,1.17,2016:04:19:05:36:06,normal
User4,Copy,File2,1,22.05,2016:04:19:05:37:05,normal
User2,Cut,File1,1,37.68,2016:04:19:05:40:29,normal
User3,Copy,File3,1,2.57,2016:04:19:05:41:08,normal
User3,Execute,wmp.exe,1,116.95,2016:04:19:05:43:35,normal
User3,Execute,cmd.exe,1,2.37,2016:04:19:05:45:51,normal
User1,Copy,SharedFile5,1,15.32,2016:04:19:05:46:43,normal
User5,Execute,wmp.exe,1,114.03,2016:04:19:05:50:56,normal
User2,Read,SharedFile4,1,6.37,2016:04:19:05:51:51,normal
User2,Delete,File1,1,29.51,2016:04:19:05:53:12,normal
User4,Write,File1,1,47.04,2016:04:19:05:55:35,normal
User1,Execute,cmd.exe,1,1.94,2016:04:19:05:56:02,normal
User1,Execute,wmp.exe,1,112.44,2016:04:19:05:59:46,normal
User1,Execute,notepad.exe,1,10.59,2016:04:19:06:02:50,normal
User5,Execute,cmd.exe,1,1.32,2016:04:19:06:03:26,normal
User5,Copy,File2,1,24.13,2016:04:19:06:05:02,normal
User3,Write,File1,1,50.7,2016:04:19:06:06:56,normal
User3,Cut,File2,1,28.69,2016:04:19:06:08:53,normal
User3,Execute,cmd.exe,1,2.98,2016:04:19:06:16:48,normal
User1,Execute,wmp.exe,1,119.69,2016:04:19:06:21:16,normal
User1,Copy,SharedFile5,1,15.16,2016:04:19:06:22:33,normal
User3,Delete,File3,1,1.19,2016:04:19:06:23:14,normal
User3,Execute,ps.exe,1,109.66,2016:04:19:06:26:03,normal
User2,Execute,wmp.exe,1,112,2016:04:19:06:28:00,normal
User5,Cut,File3,1,1.82,2016:04:19:06:31:49,normal
User2,Execute,notepad.exe,1,9.94,2016:04:19:06:33:20,normal
User3,Execute,notepad.exe,1,11.4,2016:04:19:06:41:17,normal
User4,Execute,GChrome.exe,1,108.35,2016:04:19:06:42:48,normal
User1,Execute,ps.exe,1,53.99,2016:04:19:06:45:32,normal
User5,Execute,wmp.exe,1,115.56,2016:04:19:06:48:22,normal
User1,Execute,wmp.exe,1,110.92,2016:04:19:06:51:14,normal
User5,Cut,File1,1,29.31,2016:04:19:06:52:32,normal
User1,Write,File3,1,3.89,2016:04:19:06:53:52,normal
User2,Copy,SharedFile6,1,7.79,2016:04:19:06:54:46,normal
User4,Delete,File1,1,45.06,2016:04:19:06:55:46,normal
User1,Execute,wmp.exe,1,116.61,2016:04:19:06:56:31,normal
User4,Execute,GChrome.exe,1,122.94,2016:04:19:06:57:46,normal
User1,Close,SharedFile5,1,1.71,2016:04:19:06:58:52,normal
User5,Copy,File3,1,3.31,2016:04:19:07:01:14,normal
User5,Copy,File1,1,30.87,2016:04:19:07:02:11,normal
User4,Write,File3,1,2.14,2016:04:19:07:04:07,normal
User5,Execute,notepad.exe,1,11.05,2016:04:19:07:06:34,normal
User1,Execute,ps.exe,1,39.21,2016:04:19:07:07:17,normal
User3,Execute,cmd.exe,1,1.82,2016:04:19:07:13:00,normal
User2,Execute,GChrome.exe,1,80.42,2016:04:19:07:14:53,normal
User5,Execute,GChrome.exe,1,100.33,2016:04:19:07:15:13,normal
User2,Execute,cmd.exe,1,2.27,2016:04:19:07:16:59,normal
User5,Write,File3,1,2.56,2016:04:19:07:18:29,normal
User2,Execute,notepad.exe,1,12.62,2016:04:19:07:20:24,normal
User5,Execute,ps.exe,1,119.28,2016:04:19:07:21:08,normal
User3,Read,File3,1,3.66,2016:04:19:07:22:06,normal
User2,Close,SharedFile6,1,15.36,2016:04:19:07:23:13,normal
User3,Delete,File1,1,35.16,2016:04:19:07:24:19,normal
User2,Open,SharedFile5,1,4.29,2016:04:19:07:25:59,normal
User4,Execute,cmd.exe,1,1.98,2016:04:19:07:27:37,normal
User2,Copy,SharedFile5,1,13.31,2016:04:19:07:29:21,normal
User4,Read,File1,1,32.74,2016:04:19:07:31:59,normal
User5,Delete,File2,1,20.83,2016:04:19:07:33:09,normal
User5,Execute,ps.exe,1,73.05,2016:04:19:07:35:24,normal
User3,Copy,File3,1,2.07,2016:04:19:07:37:52,normal
User1,Delete,File3,1,3.48,2016:04:19:07:38:24,normal
User3,Cut,File1,1,32.68,2016:04:19:07:40:11,normal
User2,Close,SharedFile4,1,18.83,2016:04:19:07:42:19,normal
User4,Execute,GChrome.exe,1,114.68,2016:04:19:07:46:00,normal
User2,Execute,ps.exe,1,44.39,2016:04:19:07:49:28,normal
User2,Execute,wmp.exe,1,111.5,2016:04:19:07:50:37,normal
User2,Open,SharedFile4,1,7.21,2016:04:19:07:51:57,normal
User2,Read,SharedFile4,1,6.94,2016:04:19:07:52:44,normal
User5,Open,SharedFile6,1,14.16,2016:04:19:07:53:55,normal
User3,Cut,File2,1,32.79,2016:04:19:07:56:29,normal
User2,Execute,notepad.exe,1,12.7,2016:04:19:07:58:30,normal
User1,Execute,notepad.exe,1,9,2016:04:19:08:00:20,normal
User2,Read,File1,1,41.94,2016:04:19:08:02:47,normal
User4,Read,File3,1,1.55,2016:04:19:08:05:27,normal
User2,Execute,wmp.exe,1,118.74,2016:04:19:08:08:30,normal
User1,Read,File2,1,31.88,2016:04:19:08:10:56,normal
User4,Execute,wmp.exe,1,118.81,2016:04:19:08:12:15,normal
User2,Execute,cmd.exe,1,2.85,2016:04:19:08:13:59,normal
User3,Execute,notepad.exe,1,10.53,2016:04:19:08:15:36,normal
User3,Read,File2,1,25.47,2016:04:19:08:16:59,normal
User2,Execute,cmd.exe,1,2.27,2016:04:19:08:17:03,normal
User2,Execute,ps.exe,1,117.77,2016:04:19:08:19:30,normal
User2,Copy,File2,1,18.4,2016:04:19:08:20:14,normal
User4,Cut,File1,1,49.15,2016:04:19:08:23:36,normal
User1,Execute,ps.exe,1,64.54,2016:04:19:08:24:39,normal
User5,Read,SharedFile6,1,6.15,2016:04:19:08:25:25,normal
User1,Read,File3,1,2.62,2016:04:19:08:27:37,normal
User5,Write,SharedFile6,1,5.49,2016:04:19:08:30:49,normal
User3,Execute,ps.exe,1,60.68,2016:04:19:08:31:07,normal
User3,Execute,wmp.exe,1,116.62,2016:04:19:08:34:31,normal
User5,Copy,File2,1,16.87,2016:04:19:08:36:21,normal
User4,Execute,GChrome.exe,1,113.82,2016:04:19:08:38:30,normal
User1,Copy,File1,1,31.53,2016:04:19:08:39:24,normal
User4,Execute,wmp.exe,1,117.02,2016:04:19:08:40:56,normal
User1,Execute,GChrome.exe,1,81.61,2016:04:19:08:43:12,normal
User2,Write,File3,1,2.04,2016:04:19:08:44:31,normal
User2,Copy,SharedFile4,1,6.41,2016:04:19:08:46:17,normal
User1,Execute,cmd.exe,1,1.75,2016:04:19:08:47:59,normal
User3,Execute,notepad.exe,1,9.86,2016:04:19:08:55:27,normal
User5,Execute,wmp.exe,1,113.31,2016:04:19:08:56:02,normal
User2,Copy,SharedFile5,1,15.59,2016:04:19:08:58:06,normal
User2,Write,File1,1,40.85,2016:04:19:09:00:23,normal
User1,Copy,File1,1,45.05,2016:04:19:09:04:57,normal
User2,Write,SharedFile4,1,6.09,2016:04:19:09:06:06,normal
User5,Write,File2,1,25.96,2016:04:19:09:08:15,normal
User2,Write,SharedFile4,1,6.51,2016:04:19:09:11:43,normal
User5,Copy,SharedFile6,1,5.81,2016:04:19:09:15:48,normal
User3,Execute,notepad.exe,1,9.99,2016:04:19:09:18:00,normal
User3,Delete,File2,1,35.82,2016:04:19:09:21:09,normal
User1,Execute,ps.exe,1,83.89,2016:04:19:09:23:00,normal
User4,Execute,GChrome.exe,1,127.03,2016:04:19:09:24:57,normal
User1,Write,File2,1,31.25,2016:04:19:09:26:21,normal
User4,Copy,File3,1,2.63,2016:04:19:09:28:15,normal
User2,Execute,cmd.exe,1,1.03,2016:04:19:09:36:17,normal
User3,Cut,File2,1,37.52,2016:04:19:09:37:33,normal
User5,Execute,cmd.exe,1,1.21,2016:04:19:09:38:16,normal
User2,Write,File2,1,26.09,2016:04:19:09:40:30,normal
User5,Copy,File2,1,37.78,2016:04:19:09:43:37,normal
User1,Execute,notepad.exe,1,9.31,2016:04:19:09:45:00,normal
User3,Execute,notepad.exe,1,12.1,2016:04:19:09:46:17,normal
User1,Write,File1,1,33.75,2016:04:19:09:49:27,normal
User1,Execute,ps.exe,1,99.16,2016:04:19:09:52:03,normal
User5,Execute,notepad.exe,1,9.54,2016:04:19:09:54:05,normal
User1,Execute,cmd.exe,1,1.4,2016:04:19:09:55:02,normal
User3,Execute,GChrome.exe,1,102.9,2016:04:19:09:56:15,normal
User3,Copy,File1,1,49.9,2016:04:19:09:59:08,normal
User2,Copy,SharedFile4,1,7.87,2016:04:19:10:00:05,normal
User2,Execute,cmd.exe,1,2.96,2016:04:19:10:03:21,normal
User5,Close,SharedFile6,1,14.69,2016:04:19:10:04:02,normal
User1,Cut,File2,1,17.41,2016:04:19:10:06:01,normal
User2,Write,File1,1,48.11,2016:04:19:10:08:43,normal
User4,Copy,File3,1,3,2016:04:19:10:09:42,normal
User3,Read,File3,1,3.71,2016:04:19:10:12:04,normal
User5,Execute,wmp.exe,1,113.98,2016:04:19:10:13:26,normal
User4,Execute,GChrome.exe,1,112.87,2016:04:19:10:15:17,normal
User5,Execute,ps.exe,1,56.06,2016:04:19:10:16:00,normal
User1,Execute,cmd.exe,1,1.63,2016:04:19:10:18:16,normal
User4,Execute,wmp.exe,1,115.36,2016:04:19:10:19:36,normal
User2,Cut,File3,1,2.96,2016:04:19:10:21:04,normal
User4,Execute,cmd.exe,1,1.39,2016:04:19:10:24:40,normal
User5,Write,File2,1,32.03,2016:04:19:10:25:41,normal
User2,Cut,File3,1,2.63,2016:04:19:10:28:08,normal
User5,Open,SharedFile6,1,8.33,2016:04:19:10:31:34,normal
User2,Cut,File1,1,32.36,2016:04:19:10:32:30,normal
User2,Write,SharedFile4,1,5.55,2016:04:19:10:33:45,normal
User4,Execute,ps.exe,1,86.55,2016:04:19:10:36:24,normal
User2,Delete,File3,1,1.34,2016:04:19:10:38:45,normal
User3,Execute,notepad.exe,1,12.21,2016:04:19:10:40:36,normal
User5,Write,File3,1,1.66,2016:04:19:10:41:55,normal
User4,Execute,cmd.exe,1,2.73,2016:04:19:10:42:33,normal
User4,Execute,wmp.exe,1,118.24,2016:04:19:10:48:30,normal
User4,Execute,notepad.exe,1,10.41,2016:04:19:10:49:51,normal
User1,Execute,ps.exe,1,65.93,2016:04:19:10:50:07,normal
User3,Delete,File3,1,1.65,2016:04:19:10:51:56,normal
User2,Write,SharedFile4,1,10.03,2016:04:19:10:53:46,normal
User3,Delete,File1,1,40.52,2016:04:19:10:55:48,normal
User2,Cut,File3,1,1.98,2016:04:19:11:01:29,normal
User3,Execute,wmp.exe,1,120.74,2016:04:19:11:03:01,normal
User4,Execute,GChrome.exe,1,117.68,2016:04:19:11:05:37,normal
User3,Execute,wmp.exe,1,111.07,2016:04:19:11:06:30,normal
User3,Execute,ps.exe,1,71.3,2016:04:19:11:09:51,normal
User1,Write,File2,1,21.32,2016:04:19:11:10:20,normal
User2,Copy,File3,1,3.22,2016:04:19:11:12:47,normal
User1,Execute,wmp.exe,1,114.79,2016:04:19:11:13:55,normal
User5,Execute,GChrome.exe,1,92.12,2016:04:19:11:14:48,normal
User2,Execute,ps.exe,1,120.52,2016:04:19:11:17:24,normal
User3,Cut,File1,1,30.21,2016:04:19:11:20:30,normal
User4,Execute,ps.exe,1,103.05,2016:04:19:11:22:13,normal
User4,Execute,cmd.exe,1,1.51,2016:04:19:11:23:24,normal
User4,Execute,wmp.exe,1,113.27,2016:04:19:11:24:48,normal
User2,Copy,File2,1,31.44,2016:04:19:11:30:06,normal
User5,Read,File3,1,2.72,2016:04:19:11:31:28,normal
User2,Execute,wmp.exe,1,116.46,2016:04:19:11:35:07,normal
User2,Cut,File2,1,31.1,2016:04:19:11:37:58,normal
User1,Execute,ps.exe,1,57.81,2016:04:19:11:38:42,normal
User2,Execute,wmp.exe,1,116.39,2016:04:19:11:40:21,normal
User2,Execute,notepad.exe,1,10.2,2016:04:19:11:44:50,normal
User2,Execute,GChrome.exe,1,127.34,2016:04:19:11:45:21,normal
User3,Execute,notepad.exe,1,10.07,2016:04:19:11:48:42,normal
User5,Execute,cmd.exe,1,2.32,2016:04:19:11:52:18,normal
User1,Copy,File3,1,1.81,2016:04:19:11:54:06,normal
User2,Write,SharedFile5,1,12.47,2016:04:19:11:57:11,normal
User2,Execute,wmp.exe,1,112.8,2016:04:19:11:59:42,normal
User4,Execute,wmp.exe,1,112.46,2016:04:19:12:00:59,normal
User3,Execute,notepad.exe,1,10.12,2016:04:19:12:01:51,normal
User1,Write,File2,1,30.54,2016:04:19:12:03:25,normal
User5,Execute,cmd.exe,1,1.04,2016:04:19:12:04:08,normal
User1,Read,File3,1,1.8,2016:04:19:12:05:03,normal
User3,Execute,ps.exe,1,125.06,2016:04:19:12:07:10,normal
User1,Write,File3,1,1.54,2016:04:19:12:10:10,normal
User2,Execute,wmp.exe,1,120.8,2016:04:19:12:12:34,normal
User3,Delete,File1,1,31.23,2016:04:19:12:15:52,normal
User1,Write,File2,1,31.21,2016:04:19:12:16:31,normal
User4,Delete,File3,1,1.41,2016:04:19:12:18:06,normal
User5,Execute,GChrome.exe,1,98.66,2016:04:19:12:23:19,normal
User4,Cut,File2,1,21.1,2016:04:19:12:25:13,normal
User1,Write,File3,1,3.36,2016:04:19:12:27:39,normal
User5,Execute,ps.exe,1,98.54,2016:04:19:12:28:52,normal
User2,Execute,wmp.exe,1,118.54,2016:04:19:12:29:49,normal
User1,Cut,File1,1,45.6,2016:04:19:12:30:32,normal
User3,Execute,GChrome.exe,1,97.4,2016:04:19:12:31:29,normal
User4,Delete,File3,1,1.28,2016:04:19:12:34:41,normal
User2,Read,SharedFile5,1,15.84,2016:04:19:12:37:22,normal
User2,Delete,File1,1,44.21,2016:04:19:12:45:45,normal
User1,Execute,wmp.exe,1,111.06,2016:04:19:12:47:37,normal
User5,Execute,GChrome.exe,1,129.72,2016:04:19:12:50:02,normal
User2,Execute,wmp.exe,1,118.03,2016:04:19:12:51:16,normal
User5,Copy,SharedFile6,1,10.28,2016:04:19:12:56:10,normal
User1,Execute,GChrome.exe,1,120.75,2016:04:19:12:57:05,normal
User2,Read,SharedFile4,1,5.05,2016:04:19:12:58:58,normal
User1,Execute,cmd.exe,1,1.04,2016:04:19:13:00:01,normal
User1,Read,File1,1,32.56,2016:04:19:13:05:05,normal
User4,Read,File3,1,2.82,2016:04:19:13:08:48,normal
User1,Execute,ps.exe,1,104.14,2016:04:19:13:10:32,normal
User1,Write,File2,1,18.54,2016:04:19:13:12:54,normal
User4,Execute,wmp.exe,1,116.4,2016:04:19:13:13:50,normal
User4,Execute,notepad.exe,1,9.35,2016:04:19:13:14:57,normal
User1,Execute,GChrome.exe,1,106.75,2016:04:19:13:17:39,normal
User2,Delete,File2,1,19.77,2016:04:19:13:18:30,normal
User2,Execute,GChrome.exe,1,80.19,2016:04:19:13:21:53,normal
User3,Execute,GChrome.exe,1,110.85,2016:04:19:13:24:09,normal
User1,Copy,File1,1,28.65,2016:04:19:13:26:30,normal
User2,Copy,File2,1,34.28,2016:04:19:13:28:01,normal
User4,Execute,ps.exe,1,95.85,2016:04:19:13:29:15,normal
User5,Copy,File1,1,31,2016:04:19:13:32:14,normal
User5,Execute,wmp.exe,1,117.92,2016:04:19:13:33:50,normal
User2,Copy,File2,1,16.47,2016:04:19:13:35:39,normal
User2,Execute,GChrome.exe,1,85.43,2016:04:19:13:38:33,normal
User4,Execute,notepad.exe,1,12.99,2016:04:19:13:39:31,normal
User5,Copy,File2,1,26.67,2016:04:19:13:42:56,normal
User5,Execute,GChrome.exe,1,122.8,2016:04:19:13:43:39,normal
User5,Read,File3,1,3.09,2016:04:19:13:44:05,normal
User5,Execute,cmd.exe,1,2.66,2016:04:19:13:45:10,normal
User3,Execute,GChrome.exe,1,124.58,2016:04:19:13:46:16,normal
User3,Delete,File1,1,33.98,2016:04:19:13:49:06,normal
User2,Execute,cmd.exe,1,1.17,2016:04:19:13:52:43,normal
User5,Copy,File3,1,3.23,2016:04:19:13:53:24,normal
User1,Execute,notepad.exe,1,9.26,2016:04:19:13:57:10,normal
User4,Execute,ps.exe,1,130.44,2016:04:19:13:58:41,normal
User5,Execute,wmp.exe,1,110.86,2016:04:19:13:59:37,normal
User4,Execute,GChrome.exe,1,128.26,2016:04:19:14:00:38,normal
User2,Cut,File3,1,3.4,2016:04:19:14:03:48,normal
User4,Execute,notepad.exe,1,12.11,2016:04:19:14:14:34,normal
User2,Execute,wmp.exe,1,110.3,2016:04:19:14:19:37,normal
User4,Execute,GChrome.exe,1,98.87,2016:04:19:14:20:27,normal
User1,Write,File2,1,18.4,2016:04:19:14:23:29,normal
User1,Execute,GChrome.exe,1,129.38,2016:04:19:14:26:35,normal
User4,Delete,File3,1,2.03,2016:04:19:14:27:45,normal
User3,Execute,GChrome.exe,1,90.27,2016:04:19:14:29:34,normal
User4,Execute,notepad.exe,1,10.18,2016:04:19:14:30:11,normal
User4,Execute,ps.exe,1,88.93,2016:04:19:14:33:22,normal
User3,Execute,ps.exe,1,79.56,2016:04:19:14:38:46,normal
User3,Execute,wmp.exe,1,120.23,2016:04:19:14:40:45,normal
User3,Copy,File2,1,37.75,2016:04:19:14:42:37,normal
User4,Execute,GChrome.exe,1,95.19,2016:04:19:14:45:29,normal
User4,Copy,File2,1,28.59,2016:04:19:14:46:32,normal
User4,Execute,wmp.exe,1,113,2016:04:19:14:50:15,normal
User2,Execute,wmp.exe,1,111.95,2016:04:19:14:51:13,normal
User1,Write,File3,1,3.77,2016:04:19:14:52:34,normal
User3,Execute,cmd.exe,1,2.96,2016:04:19:15:02:41,normal
User3,Execute,cmd.exe,1,1.92,2016:04:19:15:03:44,normal
User2,Delete,File1,1,49.19,2016:04:19:15:06:37,normal
User2,Write,SharedFile4,1,5.77,2016:04:19:15:09:58,normal
User2,Read,File3,1,2.45,2016:04:19:15:12:51,normal
User4,Execute,notepad.exe,1,10.89,2016:04:19:15:13:19,normal
User1,Execute,wmp.exe,1,115.17,2016:04:19:15:15:50,normal
User3,Read,File3,1,1.02,2016:04:19:15:16:47,normal
User2,Execute,GChrome.exe,1,108.72,2016:04:19:15:19:56,normal
User4,Execute,ps.exe,1,127.84,2016:04:19:15:21:30,normal
User4,Execute,GChrome.exe,1,114.88,2016:04:19:15:25:38,normal
User1,Read,File1,1,40.24,2016:04:19:15:26:16,normal
User5,Execute,GChrome.exe,1,113.57,2016:04:19:15:29:56,normal
User5,Execute,wmp.exe,1,118.9,2016:04:19:15:31:43,normal
User4,Delete,File3,1,1.79,2016:04:19:15:32:25,normal
User4,Execute,notepad.exe,1,12.38,2016:04:19:15:35:54,normal
User4,Execute,cmd.exe,1,1.06,2016:04:19:15:36:47,normal
User5,Execute,GChrome.exe,1,125.48,2016:04:19:15:39:19,normal
User2,Execute,notepad.exe,1,9.68,2016:04:19:15:40:41,normal
User3,Copy,File3,1,1.1,2016:04:19:15:42:01,normal
User3,Execute,wmp.exe,1,112.64,2016:04:19:15:43:48,normal
User2,Execute,notepad.exe,1,12.86,2016:04:19:15:45:33,normal
User2,Read,File2,1,22.34,2016:04:19:15:50:51,normal
User5,Copy,SharedFile6,1,6.99,2016:04:19:15:51:23,normal
User4,Copy,File2,1,40.51,2016:04:19:15:52:44,normal
User5,Read,File3,1,2.28,2016:04:19:15:55:48,normal
User5,Write,SharedFile6,1,8.09,2016:04:19:15:58:49,normal
User5,Read,File3,1,1.65,2016:04:19:15:59:36,normal
User2,Execute,notepad.exe,1,10.21,2016:04:19:16:00:43,normal
User1,Execute,GChrome.exe,1,88.56,2016:04:19:16:02:22,normal
User4,Execute,cmd.exe,1,1.2,2016:04:19:16:03:46,normal
User3,Write,File1,1,41.6,2016:04:19:16:04:33,normal
User1,Write,File1,1,47.56,2016:04:19:16:05:53,normal
User2,Write,File1,1,41.97,2016:04:19:16:06:15,normal
User5,Execute,GChrome.exe,1,114.27,2016:04:19:16:07:39,normal
User4,Write,File3,1,3.64,2016:04:19:16:09:40,normal
User5,Execute,notepad.exe,1,12.1,2016:04:19:16:11:10,normal
User4,Execute,cmd.exe,1,1.75,2016:04:19:16:12:39,normal
User4,Delete,File1,1,46.61,2016:04:19:16:14:32,normal
User4,Read,File2,1,24.85,2016:04:19:16:15:45,normal
User4,Execute,ps.exe,1,31.77,2016:04:19:16:18:02,normal
User1,Read,File3,1,1.25,2016:04:19:16:20:48,normal
User2,Execute,cmd.exe,1,1.55,2016:04:19:16:21:09,normal
User2,Cut,File1,1,30.57,2016:04:19:16:24:45,normal
User1,Execute,ps.exe,1,81.53,2016:04:19:16:28:52,normal
User4,Cut,File2,1,36.31,2016:04:19:16:30:46,normal
User4,Execute,wmp.exe,1,119.24,2016:04:19:16:31:22,normal
User1,Copy,File2,1,38.11,2016:04:19:16:32:12,normal
User3,Execute,GChrome.exe,1,118.56,2016:04:19:16:34:38,normal
User2,Execute,GChrome.exe,1,122.25,2016:04:19:16:35:57,normal
User3,Execute,wmp.exe,1,119.56,2016:04:19:16:38:30,normal
User2,Execute,GChrome.exe,1,130.04,2016:04:19:16:39:59,normal
User2,Cut,File2,1,16.09,2016:04:19:16:40:30,normal
User1,Execute,cmd.exe,1,1.45,2016:04:19:16:41:31,normal
User4,Copy,File2,1,34.41,2016:04:19:16:45:24,normal
User5,Execute,cmd.exe,1,2.66,2016:04:19:16:46:05,normal
User1,Execute,cmd.exe,1,2.53,2016:04:19:16:49:05,normal
User2,Copy,SharedFile5,1,10.55,2016:04:19:16:50:25,normal
User4,Execute,cmd.exe,1,2,2016:04:19:16:53:20,normal
User3,Execute,cmd.exe,1,1.16,2016:04:19:16:54:22,normal
User4,Execute,GChrome.exe,1,103.71,2016:04:19:16:56:30,normal
User5,Execute,GChrome.exe,1,107.57,2016:04:19:16:57:04,normal
User1,Execute,cmd.exe,1,1.05,2016:04:19:17:00:49,normal
User2,Execute,ps.exe,1,36.01,2016:04:19:17:02:37,normal
